driver_age,gender,annual_mileage,territory,prior_claims_3yrs,current_claim_count,age_group,total_claims_3yrs,mileage_category
70,F,21586,suburban,0,0,60+,0,high
46,M,11239,suburban,1,0,41-60,1,medium
72,M,17535,urban,0,0,60+,0,medium
53,F,13398,suburban,0,0,41-60,0,medium
37,F,17758,suburban,0,0,26-40,0,medium
65,F,30292,rural,0,0,60+,0,very_high
69,F,19302,urban,1,0,60+,1,medium
59,M,14655,urban,1,0,41-60,1,medium
30,F,14501,urban,0,0,26-40,0,medium
56,F,12780,urban,1,0,41-60,1,medium
79,M,21813,suburban,0,0,60+,0,high
71,F,24259,suburban,1,0,60+,1,high
68,M,5788,urban,0,0,60+,0,low
72,F,15121,suburban,0,0,60+,0,medium
47,F,14043,urban,0,0,41-60,0,medium
40,M,21468,urban,0,0,26-40,0,high
22,M,19391,urban,1,1,16-25,2,medium
57,M,18337,suburban,2,0,41-60,2,medium
54,M,11905,urban,0,0,41-60,0,medium
33,M,18296,urban,1,0,26-40,1,medium
36,M,17675,urban,0,0,26-40,0,medium
22,F,24838,suburban,0,2,16-25,2,high
43,F,23121,suburban,0,0,41-60,0,high
26,F,25062,rural,0,0,26-40,0,high
75,M,8900,urban,0,0,60+,0,low
37,M,19350,suburban,1,0,26-40,1,medium
57,F,27477,rural,0,0,41-60,0,high
18,F,11986,urban,1,0,16-25,1,medium
71,M,19878,suburban,0,0,60+,0,medium
49,M,24636,rural,0,0,41-60,0,high
34,F,22711,rural,0,0,26-40,0,high
53,F,16920,urban,1,0,41-60,1,medium
32,M,15923,urban,0,0,26-40,0,medium
31,M,13916,rural,1,0,26-40,1,medium
68,M,16548,urban,1,1,60+,2,medium
72,M,18666,suburban,1,0,60+,1,medium
31,M,30846,rural,0,0,26-40,0,very_high
20,M,23972,rural,2,0,16-25,2,high
46,M,7462,urban,0,0,41-60,0,low
22,M,22818,rural,1,0,16-25,1,high
59,M,14113,urban,0,0,41-60,0,medium
40,F,20367,rural,0,0,26-40,0,high
78,F,21587,rural,2,0,60+,2,high
61,M,15360,suburban,0,0,60+,0,medium
98,F,17922,urban,0,1,60+,1,medium
20,F,22344,suburban,1,1,16-25,2,high
77,M,16730,urban,0,1,60+,1,medium
30,F,15210,suburban,0,0,26-40,0,medium
48,F,10749,urban,0,0,41-60,0,medium
49,M,25185,suburban,0,0,41-60,0,high
78,F,15059,urban,1,0,60+,1,medium
49,M,14800,urban,1,0,41-60,1,medium
16,M,14777,suburban,0,0,16-25,0,medium
72,M,22034,rural,0,1,60+,1,high
78,M,16982,suburban,1,0,60+,1,medium
21,M,23939,suburban,1,0,16-25,1,high
74,M,10988,urban,0,0,60+,0,medium
27,M,12298,suburban,1,0,26-40,1,medium
21,M,14341,suburban,2,0,16-25,2,medium
69,M,12346,urban,0,0,60+,0,medium
30,M,12059,urban,0,0,26-40,0,medium
33,M,23134,rural,0,0,26-40,0,high
41,M,25155,suburban,1,0,41-60,1,high
43,M,19717,urban,0,0,41-60,0,medium
79,F,17956,suburban,1,0,60+,1,medium
31,M,27618,rural,0,0,26-40,0,high
58,F,24899,urban,0,0,41-60,0,high
45,F,12319,urban,0,0,41-60,0,medium
60,M,29979,suburban,0,0,41-60,0,high
65,F,20157,urban,0,0,60+,0,high
60,F,16041,urban,2,0,41-60,2,medium
19,M,14174,urban,0,0,16-25,0,medium
39,F,18986,suburban,0,0,26-40,0,medium
43,F,16349,suburban,0,0,41-60,0,medium
49,M,9800,urban,0,0,41-60,0,low
35,F,18100,urban,0,1,26-40,1,medium
86,F,16933,suburban,0,0,60+,0,medium
16,F,10368,suburban,0,1,16-25,1,medium
16,M,17355,urban,0,0,16-25,0,medium
30,F,13831,urban,1,0,26-40,1,medium
18,F,17113,urban,0,0,16-25,0,medium
31,M,9715,urban,0,0,26-40,0,low
49,F,13969,urban,0,0,41-60,0,medium
32,F,21788,rural,0,0,26-40,0,high
28,F,16603,rural,1,0,26-40,1,medium
61,M,16756,rural,0,0,60+,0,medium
28,M,18989,urban,0,0,26-40,0,medium
36,M,18322,suburban,0,0,26-40,0,medium
82,M,13148,urban,0,0,60+,0,medium
16,M,13518,suburban,0,0,16-25,0,medium
63,F,14901,urban,0,0,60+,0,medium
30,F,21573,suburban,0,0,26-40,0,high
71,M,22726,suburban,1,0,60+,1,high
29,M,13007,urban,0,0,26-40,0,medium
74,M,12937,urban,1,1,60+,2,medium
19,F,17643,suburban,0,0,16-25,0,medium
28,F,19526,urban,2,0,26-40,2,medium
55,F,18586,urban,0,0,41-60,0,medium
48,M,18893,urban,1,0,41-60,1,medium
45,F,16583,suburban,0,1,41-60,1,medium
34,F,18560,rural,0,0,26-40,0,medium
78,M,13095,urban,2,0,60+,2,medium
79,M,21098,rural,0,0,60+,0,high
54,F,17805,urban,1,0,41-60,1,medium
69,M,11197,urban,0,0,60+,0,medium
56,M,17325,suburban,0,0,41-60,0,medium
48,M,25020,suburban,0,0,41-60,0,high
41,F,15783,urban,0,0,41-60,0,medium
45,F,20641,suburban,0,0,41-60,0,high
40,M,17979,urban,0,0,26-40,0,medium
18,F,16907,rural,0,0,16-25,0,medium
44,F,13245,urban,0,0,41-60,0,medium
69,M,9908,rural,0,0,60+,0,low
36,F,16704,suburban,0,0,26-40,0,medium
51,M,12984,urban,1,0,41-60,1,medium
29,F,11635,urban,0,0,26-40,0,medium
49,F,22030,suburban,1,0,41-60,1,high
19,F,12131,urban,0,1,16-25,1,medium
47,M,24353,rural,0,1,41-60,1,high
22,F,9341,urban,1,1,16-25,2,low
42,M,11858,urban,2,0,41-60,2,medium
37,M,29409,suburban,0,0,26-40,0,high
68,M,18036,suburban,0,0,60+,0,medium
34,M,23672,suburban,1,0,26-40,1,high
97,F,10700,urban,1,0,60+,1,medium
64,M,19200,rural,1,1,60+,2,medium
52,F,24315,rural,0,0,41-60,0,high
23,F,20317,urban,0,0,16-25,0,high
86,M,21232,suburban,1,0,60+,1,high
58,M,19984,suburban,1,0,41-60,1,medium
42,M,11872,urban,0,0,41-60,0,medium
61,F,19432,suburban,1,0,60+,1,medium
36,F,18356,suburban,0,0,26-40,0,medium
74,F,20591,urban,0,0,60+,0,high
17,M,13344,urban,0,0,16-25,0,medium
55,M,14657,urban,0,0,41-60,0,medium
26,M,21524,suburban,0,0,26-40,0,high
51,M,12184,rural,0,0,41-60,0,medium
84,M,16204,urban,1,1,60+,2,medium
20,F,22037,suburban,0,0,16-25,0,high
72,M,11171,urban,0,0,60+,0,medium
31,F,23463,suburban,1,1,26-40,2,high
16,F,18335,suburban,1,0,16-25,1,medium
48,F,19581,suburban,1,0,41-60,1,medium
78,M,12945,urban,0,0,60+,0,medium
18,M,14899,suburban,1,0,16-25,1,medium
38,M,22833,suburban,0,0,26-40,0,high
28,F,11246,urban,0,0,26-40,0,medium
89,M,18040,suburban,0,0,60+,0,medium
16,F,13788,urban,0,0,16-25,0,medium
28,M,21471,rural,0,0,26-40,0,high
41,F,17719,suburban,0,0,41-60,0,medium
54,M,10790,urban,1,0,41-60,1,medium
50,F,23434,suburban,0,0,41-60,0,high
75,F,15189,suburban,0,0,60+,0,medium
29,F,17403,suburban,0,1,26-40,1,medium
36,M,20739,urban,0,0,26-40,0,high
46,F,13488,urban,0,0,41-60,0,medium
32,M,17074,urban,1,0,26-40,1,medium
21,F,17145,urban,1,0,16-25,1,medium
32,F,24674,suburban,0,0,26-40,0,high
23,M,21363,suburban,0,0,16-25,0,high
78,M,18390,urban,0,0,60+,0,medium
66,F,15180,suburban,0,0,60+,0,medium
59,M,11185,urban,0,1,41-60,1,medium
85,F,14021,urban,0,0,60+,0,medium
90,F,17833,urban,1,0,60+,1,medium
33,F,25485,rural,0,0,26-40,0,high
34,M,9054,urban,1,0,26-40,1,low
47,M,18505,suburban,0,0,41-60,0,medium
34,M,17598,suburban,0,0,26-40,0,medium
64,F,9018,urban,0,1,60+,1,low
38,F,18658,urban,1,0,26-40,1,medium
59,F,23336,rural,0,0,41-60,0,high
49,F,25057,suburban,0,0,41-60,0,high
51,M,11568,suburban,0,0,41-60,0,medium
43,M,16207,suburban,1,0,41-60,1,medium
99,M,23019,suburban,1,0,60+,1,high
89,M,12221,urban,1,0,60+,1,medium
75,F,18635,urban,1,0,60+,1,medium
57,F,7284,urban,0,0,41-60,0,low
60,M,13862,urban,0,0,41-60,0,medium
53,M,11974,suburban,0,0,41-60,0,medium
19,M,25393,suburban,0,0,16-25,0,high
77,F,13169,urban,0,0,60+,0,medium
69,M,11028,urban,0,1,60+,1,medium
21,M,12821,urban,1,0,16-25,1,medium
61,F,18746,suburban,0,0,60+,0,medium
23,M,13492,suburban,1,1,16-25,2,medium
73,F,24577,rural,0,0,60+,0,high
48,M,24765,suburban,3,0,41-60,3,high
19,M,22708,suburban,1,0,16-25,1,high
23,F,17037,suburban,0,0,16-25,0,medium
54,M,10462,urban,0,0,41-60,0,medium
48,M,24322,rural,0,0,41-60,0,high
49,F,16308,suburban,0,1,41-60,1,medium
33,M,2078,suburban,1,1,26-40,2,low
75,M,30379,rural,0,1,60+,1,very_high
70,F,25057,rural,1,0,60+,1,high
17,M,18019,urban,0,0,16-25,0,medium
39,M,19878,suburban,0,0,26-40,0,medium
73,F,25192,urban,0,0,60+,0,high
26,M,11844,rural,0,0,26-40,0,medium
61,F,27745,rural,1,0,60+,1,high
34,F,19992,urban,1,0,26-40,1,medium
22,F,18735,suburban,0,0,16-25,0,medium
24,M,11116,urban,0,0,16-25,0,medium
69,M,15364,urban,0,1,60+,1,medium
37,M,13863,urban,0,0,26-40,0,medium
29,F,17272,urban,0,0,26-40,0,medium
72,F,15582,urban,0,0,60+,0,medium
24,M,16913,suburban,0,1,16-25,1,medium
82,F,16156,urban,0,0,60+,0,medium
48,M,24154,rural,0,0,41-60,0,high
28,M,21522,suburban,0,0,26-40,0,high
65,M,13425,suburban,0,0,60+,0,medium
91,F,13202,urban,1,0,60+,1,medium
61,F,13315,urban,0,0,60+,0,medium
43,M,27186,rural,0,0,41-60,0,high
50,F,19237,suburban,1,0,41-60,1,medium
61,M,16982,urban,0,0,60+,0,medium
25,F,16058,suburban,0,1,16-25,1,medium
82,F,23893,rural,0,1,60+,1,high
63,F,12519,urban,0,1,60+,1,medium
55,F,15237,suburban,2,0,41-60,2,medium
45,F,13155,urban,0,0,41-60,0,medium
46,M,12629,urban,0,0,41-60,0,medium
27,F,15982,suburban,0,1,26-40,1,medium
59,F,25479,suburban,0,1,41-60,1,high
33,F,22040,suburban,0,0,26-40,0,high
50,M,18100,urban,0,0,41-60,0,medium
62,F,25296,rural,1,0,60+,1,high
89,F,15681,suburban,0,0,60+,0,medium
20,M,17023,suburban,0,0,16-25,0,medium
34,M,13946,suburban,0,1,26-40,1,medium
43,M,14473,urban,0,0,41-60,0,medium
54,F,25030,suburban,0,1,41-60,1,high
26,M,19226,suburban,0,0,26-40,0,medium
38,M,18913,urban,0,0,26-40,0,medium
74,M,13481,rural,0,0,60+,0,medium
37,M,15257,suburban,1,0,26-40,1,medium
49,F,15534,urban,0,0,41-60,0,medium
43,M,16073,rural,0,0,41-60,0,medium
35,M,25073,suburban,0,0,26-40,0,high
61,F,17559,urban,0,0,60+,0,medium
53,M,18097,suburban,0,1,41-60,1,medium
42,M,24858,suburban,0,0,41-60,0,high
26,M,20393,suburban,1,0,26-40,1,high
41,F,8678,urban,0,0,41-60,0,low
40,F,31047,rural,0,0,26-40,0,very_high
92,F,15406,urban,0,1,60+,1,medium
62,F,15908,urban,1,0,60+,1,medium
19,M,12576,urban,1,0,16-25,1,medium
44,F,15738,suburban,0,1,41-60,1,medium
16,M,9628,suburban,1,1,16-25,2,low
16,F,13035,urban,1,0,16-25,1,medium
36,M,12904,urban,0,0,26-40,0,medium
60,M,21725,urban,0,0,41-60,0,high
40,F,21907,suburban,0,0,26-40,0,high
70,M,18424,urban,0,0,60+,0,medium
19,M,24815,suburban,1,0,16-25,1,high
20,F,15387,suburban,2,0,16-25,2,medium
78,M,18738,urban,2,0,60+,2,medium
27,M,16308,suburban,0,0,26-40,0,medium
76,M,16339,urban,0,0,60+,0,medium
53,M,13079,suburban,0,1,41-60,1,medium
46,F,16674,urban,0,2,41-60,2,medium
43,F,20453,urban,0,0,41-60,0,high
67,M,19179,rural,1,0,60+,1,medium
56,F,12736,suburban,0,0,41-60,0,medium
47,M,17771,suburban,0,0,41-60,0,medium
53,M,21486,suburban,0,0,41-60,0,high
28,F,15230,urban,1,1,26-40,2,medium
49,M,13848,urban,0,0,41-60,0,medium
71,F,13871,suburban,1,0,60+,1,medium
72,M,12353,urban,0,0,60+,0,medium
42,F,21511,suburban,1,0,41-60,1,high
36,F,13547,urban,1,0,26-40,1,medium
78,F,12487,urban,1,0,60+,1,medium
51,F,13582,urban,0,0,41-60,0,medium
21,F,22294,suburban,1,0,16-25,1,high
90,M,13384,suburban,0,0,60+,0,medium
43,M,14443,urban,1,0,41-60,1,medium
75,F,15782,rural,1,1,60+,2,medium
68,M,19727,urban,0,0,60+,0,medium
70,F,17339,urban,0,0,60+,0,medium
59,M,20556,urban,0,0,41-60,0,high
56,M,28933,suburban,0,0,41-60,0,high
27,M,14838,urban,0,0,26-40,0,medium
46,M,19761,suburban,0,0,41-60,0,medium
41,F,17995,rural,0,0,41-60,0,medium
77,M,11790,rural,0,0,60+,0,medium
31,M,20043,suburban,0,0,26-40,0,high
22,M,18526,suburban,2,0,16-25,2,medium
71,M,15222,urban,0,0,60+,0,medium
28,M,9293,urban,0,0,26-40,0,low
37,F,14915,urban,0,1,26-40,1,medium
34,M,12959,suburban,0,0,26-40,0,medium
75,M,22764,suburban,0,0,60+,0,high
77,M,11331,urban,1,0,60+,1,medium
66,F,22134,urban,1,0,60+,1,high
32,F,9230,suburban,0,0,26-40,0,low
59,F,14664,urban,0,0,41-60,0,medium
71,M,15950,suburban,1,0,60+,1,medium
54,F,15912,suburban,0,0,41-60,0,medium
28,F,20205,suburban,0,0,26-40,0,high
27,M,19680,rural,0,0,26-40,0,medium
65,F,17749,urban,0,0,60+,0,medium
49,M,25741,suburban,0,0,41-60,0,high
55,F,11751,suburban,0,0,41-60,0,medium
33,M,18485,suburban,0,0,26-40,0,medium
43,M,21881,urban,1,1,41-60,2,high
50,F,27412,rural,0,0,41-60,0,high
28,M,26524,suburban,0,0,26-40,0,high
76,F,12761,suburban,0,0,60+,0,medium
76,M,24897,suburban,0,1,60+,1,high
62,M,10154,urban,0,0,60+,0,medium
45,M,15115,urban,1,1,41-60,2,medium
62,M,27401,rural,0,0,60+,0,high
46,M,18611,suburban,0,0,41-60,0,medium
55,F,14542,suburban,0,0,41-60,0,medium
58,F,9031,suburban,0,0,41-60,0,low
42,F,20150,suburban,1,0,41-60,1,high
50,M,16024,suburban,0,0,41-60,0,medium
60,M,11952,urban,0,0,41-60,0,medium
78,M,22912,rural,0,0,60+,0,high
78,F,26367,suburban,0,0,60+,0,high
75,M,13500,urban,0,0,60+,0,medium
72,F,7948,urban,1,0,60+,1,low
78,M,12283,rural,1,0,60+,1,medium
37,F,14802,urban,1,0,26-40,1,medium
81,F,19029,urban,1,0,60+,1,medium
24,M,16605,urban,0,0,16-25,0,medium
78,M,23011,rural,0,0,60+,0,high
53,F,13757,urban,0,0,41-60,0,medium
69,F,16495,urban,0,0,60+,0,medium
78,F,17666,rural,1,0,60+,1,medium
26,F,14031,suburban,0,1,26-40,1,medium
69,M,10243,urban,0,1,60+,1,medium
77,M,13167,urban,0,0,60+,0,medium
37,F,21722,suburban,0,0,26-40,0,high
32,F,23444,suburban,0,0,26-40,0,high
36,M,12677,urban,0,3,26-40,3,medium
68,F,13001,urban,0,0,60+,0,medium
16,M,15557,suburban,0,0,16-25,0,medium
36,F,18445,urban,0,0,26-40,0,medium
73,F,13582,suburban,0,1,60+,1,medium
22,M,18472,rural,1,0,16-25,1,medium
57,F,10600,urban,0,0,41-60,0,medium
61,F,19669,urban,0,0,60+,0,medium
49,F,17561,urban,0,1,41-60,1,medium
86,F,16615,rural,0,0,60+,0,medium
66,M,11604,urban,0,0,60+,0,medium
21,M,11310,suburban,0,0,16-25,0,medium
59,F,18442,urban,1,0,41-60,1,medium
66,F,19452,suburban,0,0,60+,0,medium
19,M,15877,urban,1,0,16-25,1,medium
65,F,19588,urban,0,0,60+,0,medium
46,M,17483,suburban,0,0,41-60,0,medium
46,F,15904,urban,0,0,41-60,0,medium
24,F,10875,urban,0,0,16-25,0,medium
64,M,16012,urban,0,0,60+,0,medium
49,M,22600,suburban,0,0,41-60,0,high
45,F,19308,suburban,0,0,41-60,0,medium
34,M,12548,rural,0,0,26-40,0,medium
25,F,18454,urban,0,0,16-25,0,medium
76,F,12619,suburban,0,0,60+,0,medium
38,F,14277,suburban,0,0,26-40,0,medium
36,M,24219,rural,1,0,26-40,1,high
66,M,15032,urban,1,0,60+,1,medium
64,M,13430,urban,1,0,60+,1,medium
63,F,17833,suburban,0,0,60+,0,medium
53,F,11277,urban,0,0,41-60,0,medium
70,M,9807,urban,0,0,60+,0,low
73,F,10042,urban,1,0,60+,1,medium
49,M,21225,suburban,0,0,41-60,0,high
47,M,11336,suburban,0,0,41-60,0,medium
69,M,18198,urban,0,0,60+,0,medium
44,F,19351,rural,0,0,41-60,0,medium
56,M,15929,urban,1,0,41-60,1,medium
52,M,11479,urban,0,0,41-60,0,medium
30,F,16925,suburban,1,0,26-40,1,medium
24,F,13917,urban,0,2,16-25,2,medium
77,M,25370,suburban,0,0,60+,0,high
52,F,17114,urban,0,0,41-60,0,medium
47,M,9234,urban,0,1,41-60,1,low
64,F,28823,rural,0,0,60+,0,high
18,F,18188,urban,3,1,16-25,4,medium
28,F,17561,urban,0,0,26-40,0,medium
60,M,13897,urban,0,0,41-60,0,medium
36,M,26816,rural,1,0,26-40,1,high
65,F,17101,suburban,0,0,60+,0,medium
43,M,24285,rural,0,0,41-60,0,high
59,F,17142,suburban,1,0,41-60,1,medium
35,M,14088,urban,0,0,26-40,0,medium
73,F,20705,suburban,0,0,60+,0,high
72,M,22165,rural,1,0,60+,1,high
36,F,8898,urban,0,0,26-40,0,low
97,F,11825,urban,1,0,60+,1,medium
19,M,24110,rural,0,0,16-25,0,high
61,M,24438,suburban,2,0,60+,2,high
26,F,17868,urban,1,0,26-40,1,medium
41,F,18163,suburban,0,0,41-60,0,medium
22,M,16249,suburban,0,0,16-25,0,medium
77,M,29120,suburban,0,1,60+,1,high
25,M,26509,rural,1,0,16-25,1,high
34,M,12766,urban,0,0,26-40,0,medium
65,F,9126,suburban,0,0,60+,0,low
34,M,14986,suburban,1,0,26-40,1,medium
35,M,23229,rural,0,0,26-40,0,high
50,M,35669,rural,0,0,41-60,0,very_high
65,M,13910,suburban,0,0,60+,0,medium
61,M,22927,rural,0,0,60+,0,high
33,F,24723,suburban,1,0,26-40,1,high
56,F,17874,suburban,0,0,41-60,0,medium
38,M,9499,urban,1,0,26-40,1,low
43,M,18767,rural,0,0,41-60,0,medium
47,F,11684,suburban,0,0,41-60,0,medium
32,F,14741,suburban,0,0,26-40,0,medium
74,F,10401,urban,1,0,60+,1,medium
46,M,13287,suburban,1,0,41-60,1,medium
37,M,23039,suburban,0,1,26-40,1,high
53,F,13788,urban,0,0,41-60,0,medium
68,F,16308,suburban,0,0,60+,0,medium
65,F,25549,suburban,0,0,60+,0,high
23,M,19439,suburban,1,0,16-25,1,medium
51,F,18569,urban,0,0,41-60,0,medium
50,M,16320,urban,1,0,41-60,1,medium
16,F,11418,urban,1,0,16-25,1,medium
78,M,16443,urban,1,0,60+,1,medium
57,F,14057,suburban,0,0,41-60,0,medium
93,M,10793,urban,0,0,60+,0,medium
54,F,9766,urban,0,0,41-60,0,low
66,M,16621,urban,0,0,60+,0,medium
62,F,18689,urban,2,0,60+,2,medium
17,F,18418,urban,1,0,16-25,1,medium
76,F,9587,urban,0,0,60+,0,low
19,F,6139,urban,0,1,16-25,1,low
44,F,15675,rural,0,0,41-60,0,medium
42,F,18357,suburban,0,0,41-60,0,medium
31,F,14985,suburban,0,0,26-40,0,medium
55,M,7878,urban,0,0,41-60,0,low
64,M,12408,suburban,0,0,60+,0,medium
78,M,21883,rural,0,0,60+,0,high
52,M,26168,suburban,0,0,41-60,0,high
46,M,25996,suburban,0,0,41-60,0,high
26,F,13519,suburban,1,0,26-40,1,medium
23,F,16448,urban,0,0,16-25,0,medium
51,M,12269,suburban,0,0,41-60,0,medium
40,M,12550,urban,0,0,26-40,0,medium
62,F,19207,suburban,2,0,60+,2,medium
27,F,14458,suburban,0,0,26-40,0,medium
65,F,14957,urban,1,1,60+,2,medium
49,M,15603,urban,1,0,41-60,1,medium
92,M,16945,urban,1,0,60+,1,medium
47,M,15118,urban,2,0,41-60,2,medium
60,F,15422,urban,1,0,41-60,1,medium
27,F,20130,suburban,0,0,26-40,0,high
58,M,15391,suburban,0,0,41-60,0,medium
27,F,12546,urban,0,0,26-40,0,medium
68,F,15069,urban,0,0,60+,0,medium
76,M,11912,urban,0,0,60+,0,medium
76,F,14898,urban,0,0,60+,0,medium
46,M,12420,suburban,0,0,41-60,0,medium
36,F,17617,suburban,0,0,26-40,0,medium
20,M,10856,suburban,1,0,16-25,1,medium
17,F,15182,urban,2,0,16-25,2,medium
58,F,25714,suburban,0,0,41-60,0,high
65,F,17270,suburban,0,0,60+,0,medium
71,M,16749,suburban,1,0,60+,1,medium
44,M,10410,suburban,0,0,41-60,0,medium
62,M,21417,urban,0,0,60+,0,high
40,M,17830,urban,0,0,26-40,0,medium
16,F,15021,suburban,0,0,16-25,0,medium
55,M,7600,urban,0,0,41-60,0,low
50,M,18736,urban,0,0,41-60,0,medium
65,M,14817,urban,0,0,60+,0,medium
62,F,19724,rural,0,0,60+,0,medium
50,M,20508,urban,0,0,41-60,0,high
62,M,20611,suburban,0,0,60+,0,high
74,F,24566,rural,0,0,60+,0,high
28,F,23627,rural,1,0,26-40,1,high
50,M,23522,rural,0,1,41-60,1,high
20,F,34845,suburban,1,0,16-25,1,very_high
68,F,13434,urban,0,0,60+,0,medium
16,F,23453,suburban,0,0,16-25,0,high
21,F,11786,urban,0,0,16-25,0,medium
56,F,17124,suburban,0,0,41-60,0,medium
38,F,7322,urban,0,0,26-40,0,low
44,M,19336,suburban,0,0,41-60,0,medium
77,F,13945,urban,1,0,60+,1,medium
25,M,17294,suburban,1,0,16-25,1,medium
71,F,25071,rural,1,0,60+,1,high
52,F,15810,suburban,0,0,41-60,0,medium
45,M,12753,urban,1,0,41-60,1,medium
64,M,15732,urban,1,0,60+,1,medium
61,F,23480,suburban,0,0,60+,0,high
20,M,22358,urban,1,0,16-25,1,high
58,M,17701,suburban,1,1,41-60,2,medium
45,F,13740,urban,0,0,41-60,0,medium
57,F,18464,urban,1,0,41-60,1,medium
60,M,21498,rural,0,0,41-60,0,high
38,F,23531,rural,0,0,26-40,0,high
69,F,19868,suburban,1,0,60+,1,medium
72,M,31503,rural,0,0,60+,0,very_high
56,M,10603,urban,0,0,41-60,0,medium
22,F,10011,suburban,0,0,16-25,0,medium
73,M,26349,suburban,1,0,60+,1,high
76,M,19892,urban,0,0,60+,0,medium
90,M,17180,urban,0,1,60+,1,medium
48,F,14960,urban,0,0,41-60,0,medium
22,F,12485,urban,1,0,16-25,1,medium
40,F,12466,urban,0,0,26-40,0,medium
65,F,15353,urban,0,0,60+,0,medium
72,M,18073,urban,0,0,60+,0,medium
58,F,13268,urban,0,0,41-60,0,medium
32,M,19506,suburban,0,0,26-40,0,medium
78,M,11614,rural,0,0,60+,0,medium
61,F,13923,suburban,0,0,60+,0,medium
69,M,26716,rural,0,0,60+,0,high
51,F,16471,suburban,0,0,41-60,0,medium
74,M,13012,urban,0,0,60+,0,medium
38,F,14256,urban,1,0,26-40,1,medium
67,M,26901,suburban,2,0,60+,2,high
53,M,13110,urban,0,0,41-60,0,medium
64,F,18451,suburban,0,0,60+,0,medium
27,F,19871,suburban,0,0,26-40,0,medium
78,M,25754,rural,0,1,60+,1,high
44,F,8867,urban,0,0,41-60,0,low
77,M,11922,suburban,0,0,60+,0,medium
30,F,21147,rural,0,0,26-40,0,high
40,M,12084,urban,0,0,26-40,0,medium
24,M,15966,urban,0,0,16-25,0,medium
65,M,20848,urban,0,0,60+,0,high
62,M,25286,rural,1,0,60+,1,high
16,M,14183,suburban,1,0,16-25,1,medium
28,M,18651,urban,0,0,26-40,0,medium
27,M,20093,urban,0,0,26-40,0,high
30,F,17469,suburban,0,0,26-40,0,medium
24,M,16090,urban,0,1,16-25,1,medium
46,F,13684,suburban,0,0,41-60,0,medium
55,M,11945,suburban,1,0,41-60,1,medium
50,F,6410,urban,0,0,41-60,0,low
96,M,17232,suburban,0,0,60+,0,medium
80,F,23845,rural,1,1,60+,2,high
75,M,3502,urban,0,1,60+,1,low
68,F,18476,urban,0,0,60+,0,medium
73,M,13608,urban,0,0,60+,0,medium
27,M,12720,suburban,0,0,26-40,0,medium
94,M,19663,suburban,0,0,60+,0,medium
32,F,22933,suburban,0,0,26-40,0,high
53,F,15079,suburban,0,0,41-60,0,medium
48,M,11323,urban,0,0,41-60,0,medium
26,M,11818,urban,0,0,26-40,0,medium
51,M,9285,urban,2,0,41-60,2,low
42,M,5083,suburban,0,1,41-60,1,low
29,M,9220,suburban,0,0,26-40,0,low
54,M,15520,urban,1,0,41-60,1,medium
46,F,20247,suburban,0,0,41-60,0,high
48,F,28798,rural,0,0,41-60,0,high
51,M,15655,suburban,0,0,41-60,0,medium
27,F,16602,rural,0,0,26-40,0,medium
45,M,23992,suburban,1,0,41-60,1,high
36,F,18025,urban,0,1,26-40,1,medium
63,M,18102,suburban,0,0,60+,0,medium
21,F,15927,urban,0,0,16-25,0,medium
31,M,20758,urban,1,0,26-40,1,high
43,M,18356,suburban,0,0,41-60,0,medium
73,F,14273,urban,0,0,60+,0,medium
57,F,19703,urban,1,0,41-60,1,medium
36,F,20586,urban,0,0,26-40,0,high
50,F,18389,suburban,0,0,41-60,0,medium
65,F,10291,urban,0,0,60+,0,medium
73,F,20462,urban,1,0,60+,1,high
48,M,18046,urban,2,0,41-60,2,medium
66,M,24181,suburban,0,0,60+,0,high
17,M,20470,urban,1,0,16-25,1,high
40,M,19337,urban,0,0,26-40,0,medium
28,M,20379,rural,0,0,26-40,0,high
42,F,22790,suburban,0,0,41-60,0,high
68,M,24799,suburban,0,0,60+,0,high
46,M,11815,rural,1,0,41-60,1,medium
41,M,14311,suburban,0,0,41-60,0,medium
68,M,20585,rural,0,0,60+,0,high
20,M,14749,urban,0,0,16-25,0,medium
55,M,13230,urban,0,0,41-60,0,medium
47,M,15741,rural,1,0,41-60,1,medium
91,M,16821,urban,1,1,60+,2,medium
75,F,16812,urban,0,0,60+,0,medium
16,F,18514,urban,1,0,16-25,1,medium
30,F,7243,urban,0,1,26-40,1,low
65,M,11933,urban,1,0,60+,1,medium
31,M,12601,urban,3,0,26-40,3,medium
48,F,15527,urban,0,0,41-60,0,medium
78,M,20883,suburban,0,0,60+,0,high
70,M,18021,urban,3,0,60+,3,medium
16,F,15755,suburban,0,0,16-25,0,medium
16,M,8993,urban,1,0,16-25,1,low
42,M,9874,urban,2,1,41-60,3,low
26,M,15613,suburban,0,0,26-40,0,medium
73,M,11980,urban,0,0,60+,0,medium
20,F,23760,urban,1,0,16-25,1,high
32,M,15728,suburban,0,0,26-40,0,medium
38,F,10239,suburban,0,1,26-40,1,medium
76,M,20114,suburban,0,0,60+,0,high
52,F,13647,urban,0,0,41-60,0,medium
77,M,17176,urban,1,0,60+,1,medium
61,M,18363,urban,0,0,60+,0,medium
36,F,26953,suburban,0,0,26-40,0,high
33,F,18604,suburban,1,0,26-40,1,medium
62,F,13189,urban,1,0,60+,1,medium
66,F,16668,urban,0,0,60+,0,medium
